CODGEO;LIBGEO;EPCI;LIBEPCI
50635;Vidouville;200043370;CA Saint-Lo Agglo
50636;Vierville;200042729;CC de la Baie du Cotentin
50637;Villebaudon;200043354;CC Intercom du Bassin de Villedieu
50638;Villechien;200036655;CC du Mortainais
50639;Villedieu-les-Poêles;200043354;CC Intercom du Bassin de Villedieu
50640;Villiers-le-Pré;245000468;CC du Canton de Saint James
50641;Villiers-Fossard;200043370;CA Saint-Lo Agglo
50642;Vindefontaine;200042729;CC de la Baie du Cotentin
50643;Virandeville;245000344;CC de Douve et Divette
50644;Virey;245000450;CC de Saint Hilaire du Harcouët
50646;Le Vrétot;200042711;CC du Coeur du Cotentin
50647;Yquelon;200042604;CC de Granville, Terre et Mer
50648;Yvetot-Bocage;200042711;CC du Coeur du Cotentin
51001;Ablancourt;200034718;CC de Vitry, Champagne et Der
51002;Saint-Martin-d'Ablois;245100854;CC des Deux Vallées
51003;Aigny;200043008;CA de Châlons en Champagne
51004;Allemanche-Launay-et-Soyer;245100516;CC du Pays d'Anglure
51005;Allemant;245100565;CC des Coteaux Sézannais
51006;Alliancelles;200043420;CC Côtes de Champagne et Saulx
51007;Ambonnay;245100615;CC de la Grande Vallée de la Marne
51008;Ambrières;200044170;CA de Saint-Dizier, Der et Blaise
51009;Anglure;245100516;CC du Pays d'Anglure
51010;Angluzelles-et-Courcelles;245100979;CC du Sud Marnais
51012;Anthenay;200042976;CC Ardre et Châtillonnais
51013;Aougny;200042976;CC Ardre et Châtillonnais
51014;Arcis-le-Ponsart;200043388;CC Fismes Ardre et Vesle
51015;Argers;200042703;CC de l'Argonne Champenoise
51016;Arrigny;200042992;CC Perthois-Bocage et Der
51017;Arzillières-Neuville;200034718;CC de Vitry, Champagne et Der
51018;Athis;245100813;CC de la Région de Vertus
51019;Aubérive;245101050;CC des Rives de la Suippe
51020;Aubilly;245100052;CC Champagne Vesle
51022;Aulnay-l'Aître;200034718;CC de Vitry, Champagne et Der
51023;Aulnay-sur-Marne;200043008;CA de Châlons en Champagne
51025;Auménancourt;245101035;CC de la Vallée de la Suippe
51027;Auve;200042703;CC de l'Argonne Champenoise
51028;Avenay-Val-d'Or;245100615;CC de la Grande Vallée de la Marne
51029;Avize;245100037;CC Epernay Pays de Champagne
51030;Ay;245100615;CC de la Grande Vallée de la Marne
51031;Baconnes;245100631;CC de la Région de Mourmelon
51032;Bagneux;245100516;CC du Pays d'Anglure
51033;Le Baizil;245100508;CC de la Brie des Etangs
51034;Bannay;245100508;CC de la Brie des Etangs
51035;Bannes;245100979;CC du Sud Marnais
51036;Barbonne-Fayel;245100565;CC des Coteaux Sézannais
51037;Baslieux-lès-Fismes;200043388;CC Fismes Ardre et Vesle
51038;Baslieux-sous-Châtillon;200042976;CC Ardre et Châtillonnais
51039;Bassu;200043420;CC Côtes de Champagne et Saulx
51040;Bassuet;200043420;CC Côtes de Champagne et Saulx
51041;Baudement;245100516;CC du Pays d'Anglure
51042;Baye;245100508;CC de la Brie des Etangs
51043;Bazancourt;245101035;CC de la Vallée de la Suippe
51044;Beaumont-sur-Vesle;200040269;CC Vesle et Coteaux de la Montagne de Reims
51045;Beaunay;245100508;CC de la Brie des Etangs
51046;Beine-Nauroy;245101043;CC Beine-Bourgogne
51047;Belval-en-Argonne;200042703;CC de l'Argonne Champenoise
51048;Belval-sous-Châtillon;200042976;CC Ardre et Châtillonnais
51049;Bergères-lès-Vertus;245100813;CC de la Région de Vertus
51050;Bergères-sous-Montmirail;245100888;CC de la Brie Champenoise
51051;Berméricourt;200042794;CC du Nord Champenois
51052;Berru;245101043;CC Beine-Bourgogne
51053;Berzieux;200042703;CC de l'Argonne Champenoise
51054;Bétheniville;245101050;CC des Rives de la Suippe
51055;Bétheny;200033686;CA Reims Métropole
51056;Bethon;245100797;CC des Portes de Champagne
51057;Bettancourt-la-Longue;200043420;CC Côtes de Champagne et Saulx
51058;Bezannes;200033686;CA Reims Métropole
51059;Bignicourt-sur-Marne;200034718;CC de Vitry, Champagne et Der
51060;Bignicourt-sur-Saulx;200043420;CC Côtes de Champagne et Saulx
51061;Billy-le-Grand;200040269;CC Vesle et Coteaux de la Montagne de Reims
51062;Binarville;200042703;CC de l'Argonne Champenoise
51063;Binson-et-Orquigny;245100854;CC des Deux Vallées
51064;Bisseuil;245100615;CC de la Grande Vallée de la Marne
51065;Blacy;200034718;CC de Vitry, Champagne et Der
51066;Blaise-sous-Arzillières;200034718;CC de Vitry, Champagne et Der
51068;Blesme;245100581;CC Saulx et Bruxenelle
51069;Bligny;200042976;CC Ardre et Châtillonnais
51070;Boissy-le-Repos;245100888;CC de la Brie Champenoise
51071;Bouchy-Saint-Genest;245100797;CC des Portes de Champagne
51072;Bouilly;245100052;CC Champagne Vesle
51073;Bouleuse;245100052;CC Champagne Vesle
51074;Boult-sur-Suippe;245101035;CC de la Vallée de la Suippe
51075;Bourgogne;245101043;CC Beine-Bourgogne
51076;Boursault;245100854;CC des Deux Vallées
51077;Bouvancourt;200043388;CC Fismes Ardre et Vesle
51078;Bouy;245100631;CC de la Région de Mourmelon
51079;Bouzy;245100615;CC de la Grande Vallée de la Marne
51080;Brandonvillers;200042992;CC Perthois-Bocage et Der
51081;Branscourt;245100052;CC Champagne Vesle
51082;Braux-Sainte-Cohière;200042703;CC de l'Argonne Champenoise
51083;Braux-Saint-Remy;200042703;CC de l'Argonne Champenoise
51084;Bréban;200034718;CC de Vitry, Champagne et Der
51085;Le Breuil;245100870;CC des Coteaux de la Marne
51086;Breuil;200043388;CC Fismes Ardre et Vesle
51087;Breuvery-sur-Coole;200043438;CC de la Moivre À la Coole
51088;Brimont;200042794;CC du Nord Champenois
51089;Brouillet;200042976;CC Ardre et Châtillonnais
51090;Broussy-le-Grand;245100979;CC du Sud Marnais
51091;Broussy-le-Petit;245100565;CC des Coteaux Sézannais
51092;Broyes;245100565;CC des Coteaux Sézannais
51093;Brugny-Vaudancourt;245100037;CC Epernay Pays de Champagne
51094;Brusson;200043420;CC Côtes de Champagne et Saulx
51095;Le Buisson;200043420;CC Côtes de Champagne et Saulx
51097;Bussy-le-Château;200042620;CC de Suippe et Vesle
51098;Bussy-le-Repos;200043420;CC Côtes de Champagne et Saulx
51099;Bussy-Lettrée;200043008;CA de Châlons en Champagne
51100;La Caure;245100508;CC de la Brie des Etangs
51101;Caurel;245101043;CC Beine-Bourgogne
51102;Cauroy-lès-Hermonville;200042794;CC du Nord Champenois
51103;La Celle-sous-Chantemerle;245100516;CC du Pays d'Anglure
51104;Cernay-en-Dormois;200042703;CC de l'Argonne Champenoise
51105;Cernay-lès-Reims;200033686;CA Reims Métropole
51106;Cernon;200043438;CC de la Moivre À la Coole
51107;Chaintrix-Bierges;245100813;CC de la Région de Vertus
51108;Châlons-en-Champagne;200043008;CA de Châlons en Champagne
51109;Châlons-sur-Vesle;245100052;CC Champagne Vesle
51110;Chaltrait;245100813;CC de la Région de Vertus
51111;Chambrecy;200042976;CC Ardre et Châtillonnais
51112;Chamery;245100052;CC Champagne Vesle
51113;Champaubert;245100508;CC de la Brie des Etangs
51115;Champfleury;200033686;CA Reims Métropole
51116;Champguyon;245100797;CC des Portes de Champagne
51117;Champigneul-Champagne;200043008;CA de Châlons en Champagne
51118;Champigny;200033686;CA Reims Métropole
51119;Champillon;245100615;CC de la Grande Vallée de la Marne
51120;Champlat-et-Boujacourt;200042976;CC Ardre et Châtillonnais
51121;Champvoisy;245100870;CC des Coteaux de la Marne
51122;Changy;200043420;CC Côtes de Champagne et Saulx
51124;Chantemerle;245100797;CC des Portes de Champagne
51125;Chapelaine;200034718;CC de Vitry, Champagne et Der
51126;La Chapelle-Felcourt;200042703;CC de l'Argonne Champenoise
51127;La Chapelle-Lasson;245100516;CC du Pays d'Anglure
51128;La Chapelle-sous-Orbais;245100508;CC de la Brie des Etangs
51129;Charleville;245100888;CC de la Brie Champenoise
51130;Charmont;200043420;CC Côtes de Champagne et Saulx
51132;Les Charmontois;200042703;CC de l'Argonne Champenoise
51133;Le Châtelier;200042703;CC de l'Argonne Champenoise
51134;Châtelraould-Saint-Louvent;200034718;CC de Vitry, Champagne et Der
51135;Châtillon-sur-Broué;200042992;CC Perthois-Bocage et Der
51136;Châtillon-sur-Marne;200042976;CC Ardre et Châtillonnais
51137;Châtillon-sur-Morin;245100797;CC des Portes de Champagne
51138;Châtrices;200042703;CC de l'Argonne Champenoise
51139;Chaudefontaine;200042703;CC de l'Argonne Champenoise
51140;Chaumuzy;200042976;CC Ardre et Châtillonnais
51141;La Chaussée-sur-Marne;200034718;CC de Vitry, Champagne et Der
51142;Chavot-Courcourt;245100037;CC Epernay Pays de Champagne
51143;Le Chemin;200042703;CC de l'Argonne Champenoise
51144;Cheminon;245100581;CC Saulx et Bruxenelle
51145;Chenay;245100052;CC Champagne Vesle
51146;Cheniers;200043008;CA de Châlons en Champagne
51147;La Cheppe;200042620;CC de Suippe et Vesle
51148;Cheppes-la-Prairie;200043438;CC de la Moivre À la Coole
51149;Chepy;200043438;CC de la Moivre À la Coole
51150;Cherville;200043008;CA de Châlons en Champagne
51151;Chichey;245100565;CC des Coteaux Sézannais
51152;Chigny-les-Roses;200040269;CC Vesle et Coteaux de la Montagne de Reims
51153;Chouilly;245100037;CC Epernay Pays de Champagne
51154;Clamanges;245100813;CC de la Région de Vertus
51155;Clesles;245100516;CC du Pays d'Anglure
51156;Cloyes-sur-Marne;200042992;CC Perthois-Bocage et Der
51157;Coizard-Joches;245100508;CC de la Brie des Etangs
51158;Val-des-Marais;245100813;CC de la Région de Vertus
51160;Compertrix;200043008;CA de Châlons en Champagne
51161;Condé-sur-Marne;200043008;CA de Châlons en Champagne
51162;Conflans-sur-Seine;245100516;CC du Pays d'Anglure
51163;Congy;245100508;CC de la Brie des Etangs
51164;Connantray-Vaurefroy;245100979;CC du Sud Marnais
51165;Connantre;245100979;CC du Sud Marnais
51166;Contault;200042703;CC de l'Argonne Champenoise
51167;Coole;200034718;CC de Vitry, Champagne et Der
51168;Coolus;200043008;CA de Châlons en Champagne
51169;Corbeil;200034718;CC de Vitry, Champagne et Der
51170;Corfélix;245100888;CC de la Brie Champenoise
51171;Cormicy;200042794;CC du Nord Champenois
51172;Cormontreuil;200033686;CA Reims Métropole
51173;Cormoyeux;245100854;CC des Deux Vallées
51174;Corribert;245100508;CC de la Brie des Etangs
51175;Corrobert;245100888;CC de la Brie Champenoise
51176;Corroy;245100979;CC du Sud Marnais
51177;Coulommes-la-Montagne;245100052;CC Champagne Vesle
51178;Coupetz;200043438;CC de la Moivre À la Coole
51179;Coupéville;200043438;CC de la Moivre À la Coole
51181;Courcelles-Sapicourt;245100052;CC Champagne Vesle
51182;Courcemain;245100516;CC du Pays d'Anglure
51183;Courcy;200042794;CC du Nord Champenois
51184;Courdemanges;200034718;CC de Vitry, Champagne et Der
51185;Courgivaux;245100797;CC des Portes de Champagne
51186;Courjeonnet;245100508;CC de la Brie des Etangs
51187;Courlandon;200043388;CC Fismes Ardre et Vesle
51188;Courmas;245100052;CC Champagne Vesle
51190;Courtagnon;245100052;CC Champagne Vesle
51191;Courtémont;200042703;CC de l'Argonne Champenoise
51192;Courthiézy;245100870;CC des Coteaux de la Marne
51193;Courtisols;200042620;CC de Suippe et Vesle
51194;Courville;200043388;CC Fismes Ardre et Vesle
51195;Couvrot;200034718;CC de Vitry, Champagne et Der
51196;Cramant;245100037;CC Epernay Pays de Champagne
51197;La Croix-en-Champagne;200042620;CC de Suippe et Vesle
51198;Crugny;200043388;CC Fismes Ardre et Vesle
51199;Cuchery;200042976;CC Ardre et Châtillonnais
51200;Cuis;245100037;CC Epernay Pays de Champagne
51201;Cuisles;200042976;CC Ardre et Châtillonnais
51202;Cumières;245100037;CC Epernay Pays de Champagne
51203;Cuperly;200042620;CC de Suippe et Vesle
51204;Damery;245100854;CC des Deux Vallées
51205;Dampierre-au-Temple;245100631;CC de la Région de Mourmelon
51206;Dampierre-le-Château;200042703;CC de l'Argonne Champenoise
51208;Dampierre-sur-Moivre;200043438;CC de la Moivre À la Coole
51210;Dizy;245100615;CC de la Grande Vallée de la Marne
51211;Dommartin-Dampierre;200042703;CC de l'Argonne Champenoise
51212;Dommartin-Lettrée;200043008;CA de Châlons en Champagne
51213;Dommartin-sous-Hans;200042703;CC de l'Argonne Champenoise
51214;Dommartin-Varimont;200042703;CC de l'Argonne Champenoise
51215;Dompremy;200042992;CC Perthois-Bocage et Der
51216;Dontrien;245101050;CC des Rives de la Suippe
51217;Dormans;245100870;CC des Coteaux de la Marne
51218;Val-de-Vière;200043420;CC Côtes de Champagne et Saulx
51219;Drosnay;200042992;CC Perthois-Bocage et Der
51220;Drouilly;200034718;CC de Vitry, Champagne et Der
51222;Éclaires;200042703;CC de l'Argonne Champenoise
51223;Écollemont;200042992;CC Perthois-Bocage et Der
51224;Écriennes;200042992;CC Perthois-Bocage et Der
51225;Écueil;245100052;CC Champagne Vesle
51226;Écury-le-Repos;245100813;CC de la Région de Vertus
51227;Écury-sur-Coole;200043438;CC de la Moivre À la Coole
51228;Élise-Daucourt;200042703;CC de l'Argonne Champenoise
51229;Épense;200042703;CC de l'Argonne Champenoise
51230;Épernay;245100037;CC Epernay Pays de Champagne
51231;L'Épine;200043008;CA de Châlons en Champagne
51232;Époye;245101050;CC des Rives de la Suippe
51233;Escardes;245100797;CC des Portes de Champagne
51234;Esclavolles-Lurey;245100516;CC du Pays d'Anglure
51235;Les Essarts-lès-Sézanne;245100797;CC des Portes de Champagne
51236;Les Essarts-le-Vicomte;245100797;CC des Portes de Champagne
51237;Esternay;245100797;CC des Portes de Champagne
51238;Étoges;245100508;CC de la Brie des Etangs
51239;Étréchy;245100813;CC de la Région de Vertus
51240;Étrepy;245100581;CC Saulx et Bruxenelle
51241;Euvy;245100979;CC du Sud Marnais
51242;Fagnières;200043008;CA de Châlons en Champagne
51243;Faux-Fresnay;245100979;CC du Sud Marnais
51244;Faux-Vésigneul;200043438;CC de la Moivre À la Coole
51245;Faverolles-et-Coëmy;245100052;CC Champagne Vesle
51246;Favresse;200042992;CC Perthois-Bocage et Der
51247;Fèrebrianges;245100508;CC de la Brie des Etangs
51248;Fère-Champenoise;245100979;CC du Sud Marnais
51249;Festigny;245100870;CC des Coteaux de la Marne
51250;Fismes;200043388;CC Fismes Ardre et Vesle
51251;Flavigny;245100037;CC Epernay Pays de Champagne
51252;Fleury-la-Rivière;245100854;CC des Deux Vallées
51253;Florent-en-Argonne;200042703;CC de l'Argonne Champenoise
51254;Fontaine-Denis-Nuisy;245100565;CC des Coteaux Sézannais
51255;Fontaine-en-Dormois;200042703;CC de l'Argonne Champenoise
51256;Fontaine-sur-Ay;245100615;CC de la Grande Vallée de la Marne
51258;La Forestière;245100797;CC des Portes de Champagne
51259;Francheville;200043438;CC de la Moivre À la Coole
51260;Le Fresne;200043438;CC de la Moivre À la Coole
51261;Fresne-lès-Reims;245101043;CC Beine-Bourgogne
51262;Frignicourt;200034718;CC de Vitry, Champagne et Der
51263;Fromentières;245100888;CC de la Brie Champenoise
51264;Le Gault-Soigny;245100888;CC de la Brie Champenoise
51265;Gaye;245100565;CC des Coteaux Sézannais
51266;Germaine;245100615;CC de la Grande Vallée de la Marne
51267;Germigny;245100052;CC Champagne Vesle
51268;Germinon;245100813;CC de la Région de Vertus
51269;Giffaumont-Champaubert;200042992;CC Perthois-Bocage et Der
51270;Gigny-Bussy;200042992;CC Perthois-Bocage et Der
51271;Gionges;245100813;CC de la Région de Vertus
51272;Givry-en-Argonne;200042703;CC de l'Argonne Champenoise
51273;Givry-lès-Loisy;245100813;CC de la Région de Vertus
51274;Gizaucourt;200042703;CC de l'Argonne Champenoise
51275;Glannes;200034718;CC de Vitry, Champagne et Der
51276;Gourgançon;245100979;CC du Sud Marnais
51277;Sainte-Marie-du-Lac-Nuisement;200042992;CC Perthois-Bocage et Der
51278;Les Grandes-Loges;200043008;CA de Châlons en Champagne
51279;Granges-sur-Aube;245100516;CC du Pays d'Anglure
51280;Gratreuil;200042703;CC de l'Argonne Champenoise
51281;Grauves;245100037;CC Epernay Pays de Champagne
51282;Gueux;245100052;CC Champagne Vesle
51283;Hans;200042703;CC de l'Argonne Champenoise
51284;Haussignémont;200042992;CC Perthois-Bocage et Der
51285;Haussimont;200043008;CA de Châlons en Champagne
51286;Hauteville;200044170;CA de Saint-Dizier, Der et Blaise
51287;Hautvillers;245100615;CC de la Grande Vallée de la Marne
51288;Heiltz-le-Hutier;200042992;CC Perthois-Bocage et Der
51289;Heiltz-le-Maurupt;200043420;CC Côtes de Champagne et Saulx
51290;Heiltz-l'Évêque;200043420;CC Côtes de Champagne et Saulx
51291;Hermonville;200042794;CC du Nord Champenois
51292;Herpont;200042703;CC de l'Argonne Champenoise
51293;Heutrégiville;245101035;CC de la Vallée de la Suippe
51294;Hourges;200043388;CC Fismes Ardre et Vesle
51295;Huiron;200034718;CC de Vitry, Champagne et Der
51296;Humbauville;200034718;CC de Vitry, Champagne et Der
51298;Igny-Comblizy;245100870;CC des Coteaux de la Marne
51299;Isles-sur-Suippe;245101035;CC de la Vallée de la Suippe
51300;Isle-sur-Marne;200042992;CC Perthois-Bocage et Der
51301;Isse;200043008;CA de Châlons en Champagne
51302;Les Istres-et-Bury;245100037;CC Epernay Pays de Champagne
51303;Jâlons;200043008;CA de Châlons en Champagne
51304;Janvilliers;245100888;CC de la Brie Champenoise
51305;Janvry;245100052;CC Champagne Vesle
51306;Joiselle;245100797;CC des Portes de Champagne
51307;Jonchery-sur-Suippe;200042620;CC de Suippe et Vesle
51308;Jonchery-sur-Vesle;200043388;CC Fismes Ardre et Vesle
51309;Jonquery;200042976;CC Ardre et Châtillonnais
51310;Jouy-lès-Reims;245100052;CC Champagne Vesle
51311;Jussecourt-Minecourt;200043420;CC Côtes de Champagne et Saulx
51312;Juvigny;200043008;CA de Châlons en Champagne
51313;Lachy;245100565;CC des Coteaux Sézannais
51314;Lagery;200042976;CC Ardre et Châtillonnais
51315;Landricourt;200044170;CA de Saint-Dizier, Der et Blaise
51316;Larzicourt;200042992;CC Perthois-Bocage et Der
51317;Laval-sur-Tourbe;200042620;CC de Suippe et Vesle
51318;Lavannes;245101043;CC Beine-Bourgogne
51319;Lenharrée;200043008;CA de Châlons en Champagne
51320;Leuvrigny;245100870;CC des Coteaux de la Marne
51321;Lhéry;200042976;CC Ardre et Châtillonnais
51322;Lignon;200034718;CC de Vitry, Champagne et Der
51323;Linthelles;245100565;CC des Coteaux Sézannais
51324;Linthes;245100565;CC des Coteaux Sézannais
51325;Lisse-en-Champagne;200043420;CC Côtes de Champagne et Saulx
51326;Livry-Louvercy;245100631;CC de la Région de Mourmelon
51327;Loisy-en-Brie;245100813;CC de la Région de Vertus
51328;Loisy-sur-Marne;200034718;CC de Vitry, Champagne et Der
51329;Loivre;200042794;CC du Nord Champenois
51331;Louvois;245100615;CC de la Grande Vallée de la Marne
51333;Ludes;200040269;CC Vesle et Coteaux de la Montagne de Reims
51334;Luxémont-et-Villotte;200042992;CC Perthois-Bocage et Der
51336;Maffrécourt;200042703;CC de l'Argonne Champenoise
51337;Magneux;200043388;CC Fismes Ardre et Vesle
51338;Mailly-Champagne;200040269;CC Vesle et Coteaux de la Montagne de Reims
51339;Mairy-sur-Marne;200043438;CC de la Moivre À la Coole
51340;Maisons-en-Champagne;200034718;CC de Vitry, Champagne et Der
51341;Malmy;200042703;CC de l'Argonne Champenoise
51342;Mancy;245100037;CC Epernay Pays de Champagne
51343;Marcilly-sur-Seine;245100516;CC du Pays d'Anglure
51344;Mardeuil;245100037;CC Epernay Pays de Champagne
51345;Mareuil-en-Brie;245100508;CC de la Brie des Etangs
51346;Mareuil-le-Port;245100870;CC des Coteaux de la Marne
51347;Mareuil-sur-Ay;245100615;CC de la Grande Vallée de la Marne
51348;Marfaux;200042976;CC Ardre et Châtillonnais
51349;Margerie-Hancourt;200034718;CC de Vitry, Champagne et Der
51350;Margny;245100508;CC de la Brie des Etangs
51351;Marigny;245100979;CC du Sud Marnais
51352;Marolles;200034718;CC de Vitry, Champagne et Der
51353;Marsangis;245100516;CC du Pays d'Anglure
51354;Marson;200043438;CC de la Moivre À la Coole
51355;Massiges;200042703;CC de l'Argonne Champenoise
51356;Matignicourt-Goncourt;200042992;CC Perthois-Bocage et Der
51357;Matougues;200043008;CA de Châlons en Champagne
51358;Maurupt-le-Montois;245100581;CC Saulx et Bruxenelle
51359;Mécringes;245100888;CC de la Brie Champenoise
51360;Le Meix-Saint-Epoing;245100565;CC des Coteaux Sézannais
51361;Le Meix-Tiercelin;200034718;CC de Vitry, Champagne et Der
51362;Merfy;200042794;CC du Nord Champenois
51363;Merlaut;200043420;CC Côtes de Champagne et Saulx
51364;Méry-Prémecy;245100052;CC Champagne Vesle
51365;Les Mesneux;245100052;CC Champagne Vesle
51367;Le Mesnil-sur-Oger;245100813;CC de la Région de Vertus
51368;Minaucourt-le-Mesnil-lès-Hurlus;200042703;CC de l'Argonne Champenoise
51369;Moeurs-Verdey;245100565;CC des Coteaux Sézannais
51370;Moiremont;200042703;CC de l'Argonne Champenoise
51371;Moivre;200043438;CC de la Moivre À la Coole
51372;Moncetz-Longevas;200043008;CA de Châlons en Champagne
51373;Moncetz-l'Abbaye;200042992;CC Perthois-Bocage et Der
51374;Mondement-Montgivroux;245100565;CC des Coteaux Sézannais
51375;Montbré;200040269;CC Vesle et Coteaux de la Montagne de Reims
51376;Montgenost;245100797;CC des Portes de Champagne
51377;Montépreux;200043008;CA de Châlons en Champagne
51378;Monthelon;245100037;CC Epernay Pays de Champagne
51379;Montigny-sur-Vesle;200043388;CC Fismes Ardre et Vesle
51380;Montmirail;245100888;CC de la Brie Champenoise
51381;Montmort-Lucy;245100508;CC de la Brie des Etangs
51382;Mont-sur-Courville;200043388;CC Fismes Ardre et Vesle
51384;Morangis;245100037;CC Epernay Pays de Champagne
51386;Morsains;245100888;CC de la Brie Champenoise
51387;Moslins;245100813;CC de la Région de Vertus
51388;Mourmelon-le-Grand;245100631;CC de la Région de Mourmelon
51389;Mourmelon-le-Petit;245100631;CC de la Région de Mourmelon
51390;Moussy;245100037;CC Epernay Pays de Champagne
51391;Muizon;245100052;CC Champagne Vesle
51392;Mutigny;245100615;CC de la Grande Vallée de la Marne
51393;Nanteuil-la-Forêt;245100615;CC de la Grande Vallée de la Marne
51395;Nesle-la-Reposte;245100797;CC des Portes de Champagne
51396;Nesle-le-Repons;245100870;CC des Coteaux de la Marne
51397;La Neuville-aux-Bois;200042703;CC de l'Argonne Champenoise
51398;La Neuville-aux-Larris;200042976;CC Ardre et Châtillonnais
51399;La Neuville-au-Pont;200042703;CC de l'Argonne Champenoise
51402;Neuvy;245100797;CC des Portes de Champagne
51403;Nogent-l'Abbesse;245101043;CC Beine-Bourgogne
51404;Noirlieu;200042703;CC de l'Argonne Champenoise
51406;Norrois;200042992;CC Perthois-Bocage et Der
51407;La Noue;245100797;CC des Portes de Champagne
51409;Nuisement-sur-Coole;200043438;CC de la Moivre À la Coole
51410;OEuilly;245100870;CC des Coteaux de la Marne
51411;Oger;245100813;CC de la Région de Vertus
51412;Ognes;245100979;CC du Sud Marnais
51413;Oiry;245100037;CC Epernay Pays de Champagne
51414;Olizy;200042976;CC Ardre et Châtillonnais
51415;Omey;200043438;CC de la Moivre À la Coole
51416;Orbais-l'Abbaye;245100508;CC de la Brie des Etangs
51417;Orconte;200042992;CC Perthois-Bocage et Der
51418;Ormes;245100052;CC Champagne Vesle
51419;Outines;200042992;CC Perthois-Bocage et Der
51420;Outrepont;200043420;CC Côtes de Champagne et Saulx
51421;Oyes;245100565;CC des Coteaux Sézannais
51422;Pargny-lès-Reims;245100052;CC Champagne Vesle
51423;Pargny-sur-Saulx;245100581;CC Saulx et Bruxenelle
51424;Passavant-en-Argonne;200042703;CC de l'Argonne Champenoise
51425;Passy-Grigny;200042976;CC Ardre et Châtillonnais
51426;Péas;245100565;CC des Coteaux Sézannais
51428;Les Petites-Loges;200040269;CC Vesle et Coteaux de la Montagne de Reims
51429;Pévy;200043388;CC Fismes Ardre et Vesle
51430;Pierre-Morains;245100813;CC de la Région de Vertus
51431;Pierry;245100037;CC Epernay Pays de Champagne
51432;Pleurs;245100979;CC du Sud Marnais
51433;Plichancourt;200043420;CC Côtes de Champagne et Saulx
51434;Plivot;245100037;CC Epernay Pays de Champagne
51435;Pocancy;245100813;CC de la Région de Vertus
51436;Pogny;200043438;CC de la Moivre À la Coole
51437;Poilly;200042976;CC Ardre et Châtillonnais
51438;Poix;200042620;CC de Suippe et Vesle
51439;Pomacle;245101043;CC Beine-Bourgogne
51440;Pontfaverger-Moronvilliers;245101050;CC des Rives de la Suippe
51441;Ponthion;200043420;CC Côtes de Champagne et Saulx
51442;Possesse;200043420;CC Côtes de Champagne et Saulx
51443;Potangis;245100516;CC du Pays d'Anglure
51444;Pouillon;200042794;CC du Nord Champenois
51445;Pourcy;200042976;CC Ardre et Châtillonnais
51446;Pringy;200034718;CC de Vitry, Champagne et Der
51447;Prosnes;245101050;CC des Rives de la Suippe
51448;Prouilly;200043388;CC Fismes Ardre et Vesle
51449;Prunay;200033686;CA Reims Métropole
51450;Puisieulx;200033686;CA Reims Métropole
51451;Queudes;245100565;CC des Coteaux Sézannais
51452;Rapsécourt;200042703;CC de l'Argonne Champenoise
51453;Recy;200043008;CA de Châlons en Champagne
51454;Reims;200033686;CA Reims Métropole
51455;Reims-la-Brûlée;200043420;CC Côtes de Champagne et Saulx
51456;Remicourt;200042703;CC de l'Argonne Champenoise
51457;Reuil;245100854;CC des Deux Vallées
51458;Reuves;245100565;CC des Coteaux Sézannais
51459;Réveillon;245100797;CC des Portes de Champagne
51460;Rieux;245100888;CC de la Brie Champenoise
51461;Rilly-la-Montagne;200040269;CC Vesle et Coteaux de la Montagne de Reims
51463;Les Rivières-Henruel;200034718;CC de Vitry, Champagne et Der
51464;Romain;200043388;CC Fismes Ardre et Vesle
51465;Romery;245100854;CC des Deux Vallées
51466;Romigny;200042976;CC Ardre et Châtillonnais
51468;Rosnay;245100052;CC Champagne Vesle
51469;Rouffy;245100813;CC de la Région de Vertus
51470;Rouvroy-Ripont;200042703;CC de l'Argonne Champenoise
51471;Sacy;245100052;CC Champagne Vesle
51472;Saint-Amand-sur-Fion;200043420;CC Côtes de Champagne et Saulx
51473;Saint-Bon;245100797;CC des Portes de Champagne
51474;Saint-Brice-Courcelles;200033686;CA Reims Métropole
51475;Saint-Chéron;200034718;CC de Vitry, Champagne et Der
51476;Saint-Étienne-au-Temple;200043008;CA de Châlons en Champagne
51477;Saint-Étienne-sur-Suippe;245101035;CC de la Vallée de la Suippe
51478;Saint-Eulien;200044170;CA de Saint-Dizier, Der et Blaise
51479;Saint-Euphraise-et-Clairizet;245100052;CC Champagne Vesle
51480;Sainte-Gemme;245100870;CC des Coteaux de la Marne
51482;Saint-Germain-la-Ville;200043438;CC de la Moivre À la Coole
51483;Saint-Gibrien;200043008;CA de Châlons en Champagne
51484;Saint-Gilles;200043388;CC Fismes Ardre et Vesle
51485;Saint-Hilaire-au-Temple;245100631;CC de la Région de Mourmelon
51486;Saint-Hilaire-le-Grand;200042620;CC de Suippe et Vesle
51487;Saint-Hilaire-le-Petit;245101050;CC des Rives de la Suippe
51488;Saint-Imoges;245100615;CC de la Grande Vallée de la Marne
51489;Saint-Jean-devant-Possesse;200043420;CC Côtes de Champagne et Saulx
51490;Saint-Jean-sur-Moivre;200043438;CC de la Moivre À la Coole
51491;Saint-Jean-sur-Tourbe;200042620;CC de Suippe et Vesle
51492;Saint-Just-Sauvage;245100516;CC du Pays d'Anglure
51493;Saint-Léonard;200033686;CA Reims Métropole
51495;Saint-Loup;245100565;CC des Coteaux Sézannais
