CODGEO;LIBGEO;EPCI;LIBEPCI
27027;Les Authieux;242700565;CC la Porte Normande
27028;Authou;242700474;CC Val de Risle
27031;Aviron;242700573;CA Grand Evreux Agglomération
27032;Avrilly;242700334;CC du Pays de Damville
27033;Bacquepuis;242700607;CC du Pays du Neubourg
27034;Bacqueville;242700284;CC de l'Andelle
27035;Bailleul-la-Vallée;242700433;CC du Canton de Cormeilles
27036;Bâlines;242700490;CC du Pays de Verneuil Sur Avre
27037;Barc;200041671;CC Intercom Risle et Charentonne
27038;Les Barils;242700490;CC du Pays de Verneuil Sur Avre
27039;Barneville-sur-Seine;242700292;CC du Roumois Nord
27040;Barquet;200041671;CC Intercom Risle et Charentonne
27041;La Barre-en-Ouche;242700318;CC du Canton de Beaumesnil
27042;Barville;242700425;CC du Canton de Thiberville
27043;Les Baux-de-Breteuil;242700615;CC du Canton de Breteuil-Sur-Iton
27044;Les Baux-Sainte-Croix;242700573;CA Grand Evreux Agglomération
27045;Bazincourt-sur-Epte;242700656;CC Gisors Epte Lévrière
27046;Bazoques;242700425;CC du Canton de Thiberville
27047;Beaubray;242700276;CC du Pays de Conches
27048;Beauficel-en-Lyons;242700417;CC du Canton de Lyons la Forêt
27049;Beaumesnil;242700318;CC du Canton de Beaumesnil
27050;Beaumontel;200041671;CC Intercom Risle et Charentonne
27051;Beaumont-le-Roger;200041671;CC Intercom Risle et Charentonne
27052;Le Bec-Hellouin;242700508;CC Intercom du Pays Brionnais
27053;Le Bec-Thomas;242700383;CC d'Amfreville la Campagne
27054;Bémécourt;242700615;CC du Canton de Breteuil-Sur-Iton
27055;Bérengeville-la-Campagne;242700607;CC du Pays du Neubourg
27056;Bernay;242700581;CC de Bernay et des Environs
27057;Bernienville;242700607;CC du Pays du Neubourg
27058;Bernières-sur-Seine;242700623;CC Eure-Madrie-Seine
27059;Bernouville;242700656;CC Gisors Epte Lévrière
27060;Berthenonville;242700516;CC Epte - Vexin - Seine
27061;Berthouville;242700508;CC Intercom du Pays Brionnais
27062;Berville-en-Roumois;242700326;CC du Canton de Bourgtheroulde-Infreville
27063;Berville-la-Campagne;200041671;CC Intercom Risle et Charentonne
27064;Berville-sur-Mer;242700599;CC du Canton de Beuzeville
27065;Beuzeville;242700599;CC du Canton de Beuzeville
27066;Bézu-la-Forêt;242700417;CC du Canton de Lyons la Forêt
27067;Bézu-Saint-Éloi;242700656;CC Gisors Epte Lévrière
27068;Bois-Anzeray;242700375;CC du Canton de Rugles
27069;Bois-Arnault;242700375;CC du Canton de Rugles
27070;Boisemont;242700631;CC des Andelys et de Ses Environs
27071;Le Bois-Hellain;242700433;CC du Canton de Cormeilles
27072;Bois-Jérôme-Saint-Ouen;242700516;CC Epte - Vexin - Seine
27073;Bois-le-Roi;242700565;CC la Porte Normande
27074;Boisney;242700508;CC Intercom du Pays Brionnais
27075;Bois-Normand-près-Lyre;242700375;CC du Canton de Rugles
27076;Boisset-les-Prévanches;242700649;CA des Portes de l'Eure
27077;Boissey-le-Châtel;242700326;CC du Canton de Bourgtheroulde-Infreville
27078;La Boissière;242700649;CA des Portes de l'Eure
27079;Boissy-Lamberville;242700425;CC du Canton de Thiberville
27081;Boncourt;242700573;CA Grand Evreux Agglomération
27082;La Bonneville-sur-Iton;242700276;CC du Pays de Conches
27083;Bonneville-Aptot;242700474;CC Val de Risle
27084;Bosc-Bénard-Commin;242700326;CC du Canton de Bourgtheroulde-Infreville
27085;Bosc-Bénard-Crescy;242700326;CC du Canton de Bourgtheroulde-Infreville
27088;Bosc-Renoult-en-Ouche;242700318;CC du Canton de Beaumesnil
27089;Bosc-Renoult-en-Roumois;242700326;CC du Canton de Bourgtheroulde-Infreville
27090;Le Bosc-Roger-en-Roumois;242700326;CC du Canton de Bourgtheroulde-Infreville
27091;Bosgouet;242700292;CC du Roumois Nord
27092;Bosguérard-de-Marcouville;242700326;CC du Canton de Bourgtheroulde-Infreville
27093;Bosnormand;242700326;CC du Canton de Bourgtheroulde-Infreville
27094;Bosquentin;242700417;CC du Canton de Lyons la Forêt
27095;Bosrobert;242700508;CC Intercom du Pays Brionnais
27096;Les Bottereaux;242700375;CC du Canton de Rugles
27097;Bouafles;242700631;CC des Andelys et de Ses Environs
27098;Bouchevilliers;247600695;CC du Canton de Gournay-En-Bray
27099;Le Boulay-Morin;242700573;CA Grand Evreux Agglomération
27100;Boulleville;242700599;CC du Canton de Beuzeville
27101;Bouquelon;242700359;CC de Quillebeuf Sur Seine
27102;Bouquetot;242700292;CC du Roumois Nord
27103;Bourg-Achard;242700292;CC du Roumois Nord
27104;Bourg-Beaudouin;242700284;CC de l'Andelle
27105;Bourgtheroulde-Infreville;242700326;CC du Canton de Bourgtheroulde-Infreville
27106;Bournainville-Faverolles;242700425;CC du Canton de Thiberville
27107;Bourneville;242700359;CC de Quillebeuf Sur Seine
27108;Bourth;242700490;CC du Pays de Verneuil Sur Avre
27109;Bray;200041671;CC Intercom Risle et Charentonne
27110;Brestot;242700474;CC Val de Risle
27111;Bretagnolles;242700565;CC la Porte Normande
27112;Breteuil;242700615;CC du Canton de Breteuil-Sur-Iton
27113;Brétigny;242700508;CC Intercom du Pays Brionnais
27114;Breuilpont;242700649;CA des Portes de l'Eure
27115;Breux-sur-Avre;242700490;CC du Pays de Verneuil Sur Avre
27116;Brionne;242700508;CC Intercom du Pays Brionnais
27117;Broglie;242700466;CC du Canton de Broglie
27118;Brosville;242700607;CC du Pays du Neubourg
27119;Bueil;242700649;CA des Portes de l'Eure
27120;Burey;242700276;CC du Pays de Conches
27121;Bus-Saint-Rémy;242700516;CC Epte - Vexin - Seine
27122;Cahaignes;242700516;CC Epte - Vexin - Seine
27123;Caillouet-Orgeville;242700649;CA des Portes de l'Eure
27124;Cailly-sur-Eure;242700623;CC Eure-Madrie-Seine
27125;Calleville;242700508;CC Intercom du Pays Brionnais
27126;Campigny;242700367;CC de Pont-Audemer
27127;Canappeville;242700607;CC du Pays du Neubourg
27128;Cantiers;242700516;CC Epte - Vexin - Seine
27129;Caorches-Saint-Nicolas;242700581;CC de Bernay et des Environs
27130;Capelle-les-Grands;242700466;CC du Canton de Broglie
27131;Carsix;200041671;CC Intercom Risle et Charentonne
27132;Caugé;242700573;CA Grand Evreux Agglomération
27133;Caumont;242700292;CC du Roumois Nord
27134;Cauverville-en-Roumois;242700292;CC du Roumois Nord
27135;Cesseville;242700607;CC du Pays du Neubourg
27136;Chaignes;242700649;CA des Portes de l'Eure
27137;Chaise-Dieu-du-Theil;242700375;CC du Canton de Rugles
27138;Chamblac;242700466;CC du Canton de Broglie
27139;Chambord;242700375;CC du Canton de Rugles
27140;Chambray;242700649;CA des Portes de l'Eure
27141;Champ-Dolent;242700276;CC du Pays de Conches
27142;Champenard;242700623;CC Eure-Madrie-Seine
27143;Champignolles;242700375;CC du Canton de Rugles
27144;Champigny-la-Futelaye;242700565;CC la Porte Normande
27145;Chanteloup;242700334;CC du Pays de Damville
27146;La Chapelle-Bayvel;242700433;CC du Canton de Cormeilles
27147;La Chapelle-du-Bois-des-Faulx;242700573;CA Grand Evreux Agglomération
27148;La Chapelle-Gauthier;242700466;CC du Canton de Broglie
27149;La Chapelle-Hareng;242700425;CC du Canton de Thiberville
27150;La Chapelle-Réanville;242700649;CA des Portes de l'Eure
27151;Charleval;242700284;CC de l'Andelle
27152;Château-sur-Epte;242700516;CC Epte - Vexin - Seine
27153;Chauvincourt-Provemont;242700441;CC du Canton d'Etrépagny
27154;Chavigny-Bailleul;242700565;CC la Porte Normande
27155;Chennebrun;242700490;CC du Pays de Verneuil Sur Avre
27156;Chéronvilliers;242700375;CC du Canton de Rugles
27157;Le Chesne;242700615;CC du Canton de Breteuil-Sur-Iton
27158;Cierrey;242700573;CA Grand Evreux Agglomération
27159;Cintray;242700615;CC du Canton de Breteuil-Sur-Iton
27160;Civières;242700516;CC Epte - Vexin - Seine
27161;Claville;242700276;CC du Pays de Conches
27162;Collandres-Quincarnon;242700276;CC du Pays de Conches
27163;Colletot;242700367;CC de Pont-Audemer
27164;Combon;200041671;CC Intercom Risle et Charentonne
27165;Conches-en-Ouche;242700276;CC du Pays de Conches
27166;Condé-sur-Iton;242700615;CC du Canton de Breteuil-Sur-Iton
27167;Condé-sur-Risle;242700474;CC Val de Risle
27168;Connelles;200035665;CA Seine Eure
27169;Conteville;242700599;CC du Canton de Beuzeville
27170;Cormeilles;242700433;CC du Canton de Cormeilles
27171;Le Cormier;242700649;CA des Portes de l'Eure
27172;Corneuil;242700334;CC du Pays de Damville
27173;Corneville-la-Fouquetière;242700581;CC de Bernay et des Environs
27174;Corneville-sur-Risle;242700367;CC de Pont-Audemer
27175;Corny;242700631;CC des Andelys et de Ses Environs
27176;Coudray;242700441;CC du Canton d'Etrépagny
27177;Coudres;242700565;CC la Porte Normande
27179;Courbépine;242700581;CC de Bernay et des Environs
27180;Courcelles-sur-Seine;242700623;CC Eure-Madrie-Seine
27181;Courdemanche;242700557;CC Rurales du Sud de l'Eure
27182;Courteilles;242700490;CC du Pays de Verneuil Sur Avre
27183;La Couture-Boussey;242700565;CC la Porte Normande
27184;Crasville;200035665;CA Seine Eure
27185;Crestot;242700607;CC du Pays du Neubourg
27187;Criquebeuf-la-Campagne;242700607;CC du Pays du Neubourg
27188;Criquebeuf-sur-Seine;200035665;CA Seine Eure
27189;La Croisille;242700276;CC du Pays de Conches
27190;Croisy-sur-Eure;242700649;CA des Portes de l'Eure
27191;La Croix-Saint-Leufroy;242700623;CC Eure-Madrie-Seine
27192;Crosville-la-Vieille;242700607;CC du Pays du Neubourg
27193;Croth;242700565;CC la Porte Normande
27194;Cuverville;242700631;CC des Andelys et de Ses Environs
27195;Dame-Marie;242700615;CC du Canton de Breteuil-Sur-Iton
27196;Les Damps;200035665;CA Seine Eure
27197;Dampsmesnil;242700516;CC Epte - Vexin - Seine
27198;Damville;242700334;CC du Pays de Damville
27199;Dangu;242700656;CC Gisors Epte Lévrière
27200;Dardez;242700573;CA Grand Evreux Agglomération
27201;Daubeuf-la-Campagne;242700607;CC du Pays du Neubourg
27202;Daubeuf-près-Vatteville;242700631;CC des Andelys et de Ses Environs
27203;Douains;242700649;CA des Portes de l'Eure
27204;Doudeauville-en-Vexin;242700441;CC du Canton d'Etrépagny
27205;Douville-sur-Andelle;242700284;CC de l'Andelle
27206;Droisy;242700557;CC Rurales du Sud de l'Eure
27207;Drucourt;242700425;CC du Canton de Thiberville
27208;Duranville;242700425;CC du Canton de Thiberville
27209;Écaquelon;242700474;CC Val de Risle
27210;Écardenville-la-Campagne;200041671;CC Intercom Risle et Charentonne
27211;Écardenville-sur-Eure;242700623;CC Eure-Madrie-Seine
27212;Écauville;242700607;CC du Pays du Neubourg
27213;Écos;242700516;CC Epte - Vexin - Seine
27214;Écouis;242700631;CC des Andelys et de Ses Environs
27215;Ecquetot;242700607;CC du Pays du Neubourg
27216;Émalleville;242700573;CA Grand Evreux Agglomération
27217;Émanville;242700607;CC du Pays du Neubourg
27218;Épaignes;242700433;CC du Canton de Cormeilles
27219;Épégard;242700607;CC du Pays du Neubourg
27220;Épieds;242700565;CC la Porte Normande
27221;Épinay;242700318;CC du Canton de Beaumesnil
27222;Épreville-en-Lieuvin;242700524;CC du Vièvre-Lieuvin
27223;Épreville-en-Roumois;242700326;CC du Canton de Bourgtheroulde-Infreville
27224;Épreville-près-le-Neubourg;242700607;CC du Pays du Neubourg
27225;Les Essarts;242700334;CC du Pays de Damville
27226;Étrépagny;242700441;CC du Canton d'Etrépagny
27227;Étréville;242700292;CC du Roumois Nord
27228;Éturqueraye;242700292;CC du Roumois Nord
27229;Évreux;242700573;CA Grand Evreux Agglomération
27230;Ézy-sur-Eure;200040277;CA du Pays de Dreux
27231;Fains;242700649;CA des Portes de l'Eure
27232;Farceaux;242700441;CC du Canton d'Etrépagny
27233;Fatouville-Grestain;242700599;CC du Canton de Beuzeville
27234;Fauville;242700573;CA Grand Evreux Agglomération
27235;Faverolles-la-Campagne;242700276;CC du Pays de Conches
27237;Le Favril;242700425;CC du Canton de Thiberville
27238;Ferrières-Haut-Clocher;242700276;CC du Pays de Conches
27239;Ferrières-Saint-Hilaire;242700466;CC du Canton de Broglie
27240;La Ferrière-sur-Risle;242700276;CC du Pays de Conches
27241;Feuguerolles;242700607;CC du Pays du Neubourg
27242;Le Fidelaire;242700276;CC du Pays de Conches
27243;Fiquefleur-Équainville;242700599;CC du Canton de Beuzeville
27244;Flancourt-Catelon;242700326;CC du Canton de Bourgtheroulde-Infreville
27245;Fleury-la-Forêt;242700417;CC du Canton de Lyons la Forêt
27246;Fleury-sur-Andelle;242700284;CC de l'Andelle
27247;Flipou;242700284;CC de l'Andelle
27248;Folleville;242700425;CC du Canton de Thiberville
27249;Fontaine-Bellenger;242700623;CC Eure-Madrie-Seine
27250;Fontaine-Heudebourg;242700623;CC Eure-Madrie-Seine
27251;Fontaine-l'Abbé;200041671;CC Intercom Risle et Charentonne
27252;Fontaine-la-Louvet;242700425;CC du Canton de Thiberville
27253;Fontaine-la-Soret;200041671;CC Intercom Risle et Charentonne
27254;Fontaine-sous-Jouy;242700649;CA des Portes de l'Eure
27255;Fontenay;242700516;CC Epte - Vexin - Seine
27256;La Forêt-du-Parc;242700565;CC la Porte Normande
27257;Forêt-la-Folie;242700516;CC Epte - Vexin - Seine
27258;Fort-Moville;242700599;CC du Canton de Beuzeville
27259;Foucrainville;242700565;CC la Porte Normande
27260;Foulbec;242700599;CC du Canton de Beuzeville
27261;Fouqueville;242700383;CC d'Amfreville la Campagne
27262;Fourges;242700516;CC Epte - Vexin - Seine
27263;Fourmetot;242700367;CC de Pont-Audemer
27264;Fours-en-Vexin;242700516;CC Epte - Vexin - Seine
27265;Francheville;242700615;CC du Canton de Breteuil-Sur-Iton
27266;Franqueville;242700508;CC Intercom du Pays Brionnais
27267;Freneuse-sur-Risle;242700474;CC Val de Risle
27268;Le Fresne;242700276;CC du Pays de Conches
27269;Fresne-Cauverville;242700433;CC du Canton de Cormeilles
27270;Fresne-l'Archevêque;242700631;CC des Andelys et de Ses Environs
27271;Fresney;242700565;CC la Porte Normande
27273;Gadencourt;242700649;CA des Portes de l'Eure
27274;Gaillardbois-Cressenville;242700284;CC de l'Andelle
27275;Gaillon;242700623;CC Eure-Madrie-Seine
27276;Gamaches-en-Vexin;242700441;CC du Canton d'Etrépagny
27277;Garencières;242700565;CC la Porte Normande
27278;Garennes-sur-Eure;242700565;CC la Porte Normande
27279;Gasny;242700649;CA des Portes de l'Eure
27280;Gauciel;242700573;CA Grand Evreux Agglomération
27281;Gaudreville-la-Rivière;242700276;CC du Pays de Conches
27282;Gauville-la-Campagne;242700573;CA Grand Evreux Agglomération
27283;Gisay-la-Coudre;242700318;CC du Canton de Beaumesnil
27284;Gisors;242700656;CC Gisors Epte Lévrière
27285;Giverny;242700649;CA des Portes de l'Eure
27286;Giverville;242700425;CC du Canton de Thiberville
27287;Glisolles;242700276;CC du Pays de Conches
27288;Glos-sur-Risle;242700474;CC Val de Risle
27289;La Goulafrière;242700466;CC du Canton de Broglie
27290;Goupillières;200041671;CC Intercom Risle et Charentonne
27291;Gournay-le-Guérin;242700490;CC du Pays de Verneuil Sur Avre
27292;Gouttières;242700318;CC du Canton de Beaumesnil
27293;Gouville;242700334;CC du Pays de Damville
27294;Grainville;242700284;CC de l'Andelle
27295;Grand-Camp;242700466;CC du Canton de Broglie
27296;Granchain;242700318;CC du Canton de Beaumesnil
27297;Grandvilliers;242700334;CC du Pays de Damville
27298;Graveron-Sémerville;242700607;CC du Pays du Neubourg
27299;Gravigny;242700573;CA Grand Evreux Agglomération
27300;Grosley-sur-Risle;200041671;CC Intercom Risle et Charentonne
27301;Grossoeuvre;242700565;CC la Porte Normande
27302;Le Gros-Theil;242700383;CC d'Amfreville la Campagne
27303;Guernanville;242700615;CC du Canton de Breteuil-Sur-Iton
27304;Guerny;242700656;CC Gisors Epte Lévrière
27305;La Guéroulde;242700615;CC du Canton de Breteuil-Sur-Iton
27306;Guichainville;242700573;CA Grand Evreux Agglomération
27307;Guiseniers;242700631;CC des Andelys et de Ses Environs
27308;Guitry;242700516;CC Epte - Vexin - Seine
27309;L'Habit;242700565;CC la Porte Normande
27310;Hacqueville;242700441;CC du Canton d'Etrépagny
27311;Harcourt;242700508;CC Intercom du Pays Brionnais
27312;Hardencourt-Cocherel;242700649;CA des Portes de l'Eure
27313;La Harengère;242700383;CC d'Amfreville la Campagne
27315;Harquency;242700631;CC des Andelys et de Ses Environs
27316;Hauville;242700292;CC du Roumois Nord
27317;La Haye-Aubrée;242700292;CC du Roumois Nord
27318;La Haye-de-Calleville;242700508;CC Intercom du Pays Brionnais
27319;La Haye-de-Routot;242700292;CC du Roumois Nord
27320;La Haye-du-Theil;242700383;CC d'Amfreville la Campagne
27321;La Haye-le-Comte;200035665;CA Seine Eure
27322;La Haye-Malherbe;200035665;CA Seine Eure
27323;La Haye-Saint-Sylvestre;242700375;CC du Canton de Rugles
27324;Hébécourt;242700656;CC Gisors Epte Lévrière
27325;Hecmanville;242700508;CC Intercom du Pays Brionnais
27326;Hécourt;242700649;CA des Portes de l'Eure
27327;Hectomare;242700607;CC du Pays du Neubourg
27329;Hennezis;242700631;CC des Andelys et de Ses Environs
27330;Herqueville;200035665;CA Seine Eure
27331;Heubécourt-Haricourt;242700516;CC Epte - Vexin - Seine
27332;Heudebouville;200035665;CA Seine Eure
27333;Heudicourt;242700441;CC du Canton d'Etrépagny
27334;Heudreville-en-Lieuvin;242700425;CC du Canton de Thiberville
27335;Heudreville-sur-Eure;242700623;CC Eure-Madrie-Seine
27336;La Heunière;242700649;CA des Portes de l'Eure
27337;Heuqueville;242700631;CC des Andelys et de Ses Environs
27338;Les Hogues;242700417;CC du Canton de Lyons la Forêt
27339;Hondouville;242700607;CC du Pays du Neubourg
27340;Honguemare-Guenouville;242700292;CC du Roumois Nord
27341;L'Hosmes;242700334;CC du Pays de Damville
27342;Houetteville;242700607;CC du Pays du Neubourg
27343;Houlbec-Cocherel;242700649;CA des Portes de l'Eure
27344;Houlbec-près-le-Gros-Theil;242700383;CC d'Amfreville la Campagne
27345;La Houssaye;200041671;CC Intercom Risle et Charentonne
27346;Houville-en-Vexin;242700284;CC de l'Andelle
27347;Huest;242700573;CA Grand Evreux Agglomération
27348;Igoville;200035665;CA Seine Eure
27349;Illeville-sur-Montfort;242700474;CC Val de Risle
27350;Illiers-l'Évêque;242700557;CC Rurales du Sud de l'Eure
27351;Incarville;200035665;CA Seine Eure
27353;Irreville;242700573;CA Grand Evreux Agglomération
27354;Iville;242700607;CC du Pays du Neubourg
27355;Ivry-la-Bataille;200040277;CA du Pays de Dreux
27356;Jonquerets-de-Livet;242700318;CC du Canton de Beaumesnil
27358;Jouy-sur-Eure;242700649;CA des Portes de l'Eure
27359;Juignettes;242700375;CC du Canton de Rugles
27360;Jumelles;242700565;CC la Porte Normande
27361;La Lande-Saint-Léger;242700599;CC du Canton de Beuzeville
27362;Landepéreuse;242700318;CC du Canton de Beaumesnil
27363;Le Landin;242700292;CC du Roumois Nord
27364;Launay;200041671;CC Intercom Risle et Charentonne
27365;Léry;200035665;CA Seine Eure
27366;Letteguives;242700284;CC de l'Andelle
27367;Lieurey;242700524;CC du Vièvre-Lieuvin
27368;Lignerolles;242700565;CC la Porte Normande
27369;Lilly;242700417;CC du Canton de Lyons la Forêt
27370;Lisors;242700417;CC du Canton de Lyons la Forêt
27371;Livet-sur-Authou;242700508;CC Intercom du Pays Brionnais
27372;Longchamps;242700441;CC du Canton d'Etrépagny
27373;Lorleau;242700417;CC du Canton de Lyons la Forêt
27374;Louversey;242700276;CC du Pays de Conches
27375;Louviers;200035665;CA Seine Eure
27376;Louye;242700557;CC Rurales du Sud de l'Eure
27377;Lyons-la-Forêt;242700417;CC du Canton de Lyons la Forêt
27378;La Madeleine-de-Nonancourt;242700557;CC Rurales du Sud de l'Eure
27379;Mainneville;242700656;CC Gisors Epte Lévrière
27380;Malleville-sur-le-Bec;242700508;CC Intercom du Pays Brionnais
27381;Malouy;242700581;CC de Bernay et des Environs
27382;Mandeville;242700383;CC d'Amfreville la Campagne
27383;Mandres;242700490;CC du Pays de Verneuil Sur Avre
27384;Manneville-la-Raoult;242700599;CC du Canton de Beuzeville
27385;Manneville-sur-Risle;242700367;CC de Pont-Audemer
27386;Le Manoir;200035665;CA Seine Eure
27387;Manthelon;242700334;CC du Pays de Damville
27388;Marais-Vernier;242700359;CC de Quillebeuf Sur Seine
27389;Marbeuf;242700607;CC du Pays du Neubourg
